Číslo SME ;Provozovatel ;Adresa;Město ;PSČ;Telefon;e-mail;Kraj;ORP;Kategorie vozidel ;Druh stanice 
411008;TUkas ČSAO a.s.;Černokostelecká 565/114;Praha;10800;283 020 311;info.csao@tukas.cz;Hlavní město Praha;Hlavní město Praha;NULL;NULL
411018;Jan Hazuka;Před Skalkami I 142/1;Praha;10600;721014610;dilna@autovalmont.cz;Hlavní město Praha;Hlavní město Praha;NULL;NULL
411025;Dopravní podnik hl. m. Prahy, akciová společnost;U Vozovny 6;Praha;10856;296135643;vitekj@dpp.cz;Hlavní město Praha;Hlavní město Praha;NULL;NULL
411031;AUTOSERVIS Frolík-Rataj, s.r.o.;Kutnohorská 204/8;Praha;10900;272 705 531;autoservis@fordfar.cz;Hlavní město Praha;Hlavní město Praha;M1,M2,N1,N2;Vznětový motor,Zážehový motor
411033;DĚDEK s.r.o.;Nad Vršovskou horou 88/4;Praha;10100;602887077;info@stk-bohdalec.cz;Hlavní město Praha;Hlavní město Praha;NULL;NULL
411035;TUkas a.s.;Štěrboholská 391;Praha;10200;267 229 319;info.skoda@tukas.cz;Hlavní město Praha;Hlavní město Praha;NULL;NULL
411037;TUkas AUTO-STAIGER CZ a.s.;Černokostelecká 621/122;Praha;10800;220 416 333;info@auto-staiger.cz;Hlavní město Praha;Hlavní město Praha;NULL;NULL
411039;Jaroslav VESELÝ;K Měcholupům 3;Praha 15;10900;0;vesely@stkmecholupy.cz;Hlavní město Praha;Hlavní město Praha;NULL;NULL
411040;Petr Marek;Průběžná 90;Praha 10;10000;602373400;petrm@email.cz;Hlavní město Praha;Hlavní město Praha;C,M1,M2,N1,N2,T,Z;CNG,LPG,Vznětový motor,Zážehový motor
411041;CarTec Praha s.r.o.;Průběžná 80;Praha;10000;226 889 011;bmw@cartecpraha.cz;Hlavní město Praha;Hlavní město Praha;NULL;NULL
411044;A1U1 s.r.o.;Podleská 1545;Praha;10400;735758058;stk3125@seznam.cz;Hlavní město Praha;Hlavní město Praha;NULL;NULL
411045;KODYTEAM s.r.o.;Edisonova 15;Praha;10900;605575648;autoservispetrovice@seznam.cz;Hlavní město Praha;Hlavní město Praha;NULL;NULL
411046;AUTO-VESELÝ, s.r.o.;K Měcholupům 3;Praha;10900;111;@;Hlavní město Praha;Hlavní město Praha;NULL;NULL
411047;Lucia Steinhauserová;Štěrboholská 1476/85;Praha;10200;778207197;f.herman@wo.cz;Hlavní město Praha;Hlavní město Praha;M1,N1;CNG,LPG,Vznětový motor,Zážehový motor
420103;Verold Benešov, spol. s r.o.;Červené Vršky 1490;Benešov;25601;606805037;cerveny@veroldbenesov.cz;Středočeský kraj;Benešov;NULL;NULL
420107;AUTORECAR s.r.o.;Benešovská 300;Divišov;25726;777124303;info@stkdivisov.cz;Středočeský kraj;Benešov;NULL;NULL
420117;EFID, spol. s r.o.;Dlouhé Pole 37;Benešov;25601;317 726 351 + 775667789;stkbenesov@seznam.cz;Středočeský kraj;Benešov;NULL;NULL
420119;AUTORECAR s.r.o.;Průmyslová 1851;Vlašim;25801;317855313;info@stkvlasim.cz;Středočeský kraj;Vlašim;NULL;NULL
420120;Jiří Pařízek;Vlašimská 2206;Benešov;25601;739592254;parizek@vyfukybn.cz;Středočeský kraj;Benešov;NULL;NULL
420201;DRUPOL autodružstvo;Komenského;Zdice;26751;311685312;zdice@drupol.cz;Středočeský kraj;Beroun;M1,N1;Vznětový motor,Zážehový motor
420213;DRUPOL autodružstvo;Na Parkáně 367;Beroun;26601;311653055  602560263;spana@drupol.cz;Středočeský kraj;Beroun;M1,N1;Vznětový motor,Zážehový motor
420217;JIKE s.r.o.;Masarykova 392;Hořovice;26801;602359395    602306936;tomas.barta@razdva.cz;Středočeský kraj;Hořovice;M1,N1;CNG,LPG,Vznětový motor,Zážehový motor
420219;A-Z Beroun, s.r.o.;Pod Hájem 372;Králův Dvůr;26701;311637777;stk3228@seznam.cz;Středočeský kraj;Beroun;M1,N1;LPG,Vznětový motor,Zážehový motor
420221;Petr Sudík;Bavoryně 6;Bavoryně;26751;604668799;petr.sudik@tiscali.cz;Středočeský kraj;Beroun;M1,M2,N1,N2,N3,T;Vznětový motor,Zážehový motor
420310;Pavel Filip;Smečenská 837;Kladno;27204;4,20602E+11;312283888@seznam.cz;Středočeský kraj;Kladno;C,M1,M2,M3,N1,N2,N3,T,Z;Vznětový motor,Zážehový motor
420314;AUTODRÁB, spol. s r.o.;V Jezerech 302;Kladno;27351;602217272;boschvaldek@autodrat.cz;Středočeský kraj;Kladno;NULL;NULL
420324;AUTOCENTRUM NEVECOM spol. s r.o.;Americká 2736;Kladno;27201;312661144;renault@nevecom.cz;Středočeský kraj;Kladno;NULL;NULL
420328;AUTODRÁB, spol. s r.o.;Milady Horákové 2764;Kladno;27201;723580155;pavel.kukla@autodrab.cz;Středočeský kraj;Kladno;NULL;NULL
420329;Ing. Radek Štol;Vašíčkova 71;Kladno;27204;312267113;stol.radek@volny.cz;Středočeský kraj;Kladno;M1,N1;Vznětový motor,Zážehový motor
420331;Petr Suchopárek;Pražská 244;Slaný;27401;724522795;suchoparek.avia@seznam.cz;Středočeský kraj;Slaný;NULL;NULL
420337;Terri, s.r.o.;Netovická 350;Slaný;27401;312527670;stk.slany@terri.cz;Středočeský kraj;Slaný;NULL;NULL
420338;A1C1 s.r.o.;Kročehlavská 1025;Kladno;27201;312538260;stk3242@seznam.cz;Středočeský kraj;Kladno;NULL;NULL
420401;Radek Čepelák;Václavská 369;Velim;28101;321763274;auto.cepelak@volny.cz;Středočeský kraj;Kolín;M1,N1;CNG,LPG,Vznětový motor,Zážehový motor
420409;Stanice technické kontroly Kolín spol. s r.o.;Ovčárecká 509;Kolín;28002;321724966;info@stkkolin.cz;Středočeský kraj;Kolín;NULL;NULL
420410;Vladimír Novák;Konojedy 80;Konojedy;28163;602329816;novakauto@volny.cz;Středočeský kraj;Říčany;NULL;NULL
420415;Aleš Koláčný;Polepská;Kolín;28002;603505320;info@pzkservis.cz;Středočeský kraj;Kolín;NULL;NULL
420418;TRILOBIT REAL s.r.o.;Hlavní 182;Tuklaty;25082;725469753;stk@trilobit-real.cz;Středočeský kraj;Český Brod;M1,M2,M3,N1,N2,N3,T;CNG,LPG,Vznětový motor,Zážehový motor
420422;STK Velim, a.s.;Palackého 94;Velim;28101;321762066;stkvelim@seznam.cz;Středočeský kraj;Kolín;C,M1,M2,M3,N1,N2,N3,T,Z;CNG,LPG,Vznětový motor,Zážehový motor
420507;UNIKOM - STK, s.r.o.;Hrnčířská 207;Kutná Hora;28445;327514515;stk@unikom.cz;Středočeský kraj;Kutná Hora;NULL;NULL
420511;Luboš Vladyka;Lorecká 465;Kutná Hora;28401;602244001;lubos.vladyka@centrum.cz;Středočeský kraj;Kutná Hora;NULL;NULL
420514;AUTOSERVIS JANOVICE s.r.o.;Kolínská 670;Uhlířské Janovice;28504;327542265;v.poledny@seznam.cz;Středočeský kraj;Kutná Hora;C,M1,N1,T;CNG,LNG,LPG,Vznětový motor,Zážehový motor
420515;ABERA spol. s r.o.;Vrchovská 1760;Čáslav;28601;327315555;abera@abera.cz;Středočeský kraj;Čáslav;NULL;NULL
420516;INPRO Čáslav s.r.o.;Jeníkovská 1815;Čáslav;28601;776555656;novak@inpro-caslav.cz;Středočeský kraj;Čáslav;M1,M2,M3,N1;Vznětový motor,Zážehový motor
420602;Čestmír Lev;Černuc 74;Černuc;27323;777105616;auto.lev@seznam.cz;Středočeský kraj;Slaný;NULL;NULL
420608;Karel Měkota;v Zahrádkách 558;Kralupy nad Vltavou;27801;737442220;mekota.jan@seznam.cz;Středočeský kraj;Kralupy nad Vltavou;NULL;NULL
420616;METALTECH s.r.o.;Na Průhoně;Mělník;27601;602244910;stk6204@seznam.cz;Středočeský kraj;Mělník;C,T;Vznětový motor
420619;AUTOR Roubíček s.r.o.;Mladoboleslavská;Mělník;27601;315623328;stkmelnik@stkmelnik.cz;Středočeský kraj;Mělník;NULL;NULL
420620;AUTOR Roubíček s.r.o.;Mladoboleslavská;Mělník;27601;315623328;stkmelnik@stkmelnik.cz;Středočeský kraj;Mělník;M1,M2,M3,N1,N2,N3;CNG,LNG,LPG,Vznětový motor,Zážehový motor
420622;STK Kralupy s.r.o.;Přemyslova 431;Kralupy nad Vltavou;27801;315727897;sme420622@seznam.cz;Středočeský kraj;Kralupy nad Vltavou;NULL;NULL
420624;C1D1 s.r.o.;Na Malém Spořilově;Mělník;27601;312 310 720;stk3245@seznam.cz;Středočeský kraj;Mělník;NULL;NULL
420706;LAURETA AUTO a.s.;Nádražní 307;Mladá Boleslav;29301;326722701;info@laureta.cz;Středočeský kraj;Mladá Boleslav;NULL;NULL
420716;STK - PECHA v.o.s.;Kosořická 580;Dobrovice;29448;326398112;pecha-stk@quick.cz;Středočeský kraj;Mladá Boleslav;C,M1,N1,T;LPG,Vznětový motor,Zážehový motor
420719;STK - PECHA v.o.s.;Havlíčkova 1432/II;Mladá Boleslav;29301;326737780;stk3234@volny.cz;Středočeský kraj;Mladá Boleslav;M1,N1;LPG,Vznětový motor,Zážehový motor
420724;JOKAR company s.r.o.;Tylova 1540;Mnichovo Hradiště;29501;420 777 109 966;jokar@post.cz;Středočeský kraj;Mnichovo Hradiště;NULL;NULL
420725;SME Mladá Boleslav s.r.o.;Jičínská 414;Mladá Boleslav;29301;315624925;stk3252@seznam.cz;Středočeský kraj;Mladá Boleslav;NULL;NULL
420726;STK - PECHA v.o.s.;Havlíčkova 1432;Mladá Boleslav;29301;602264831;stk3234@volny.cz;Středočeský kraj;Mladá Boleslav;NULL;NULL
420808;Louda Auto a.s.;Choťánky 164;Choťánky;29001;325600704;milos.bergman@louda.cz;Středočeský kraj;Poděbrady;NULL;NULL
420814;Jaroslav Tichý;Ke Vrutici 1730;Lysá nad Labem;28922;325552960;info@autotichy.com;Středočeský kraj;Lysá nad Labem;NULL;NULL
420817;BUILDING S s.r.o.;Dopravní 2624;Nymburk;28802;724750750;stk@building.cz;Středočeský kraj;Nymburk;NULL;NULL
420820;Karel Theer;Nouzov 82;Dymokury;28901;325512484;stk.nouzov@seznam.cz;Středočeský kraj;Poděbrady;NULL;NULL
420821;STK RAPTOR s.r.o.;K Milovicím;Lysá nad Labem;28922;4,20728E+11;info@stklysa.cz;Středočeský kraj;Lysá nad Labem;C,M1,M2,M3,N1,N2,N3,T,Z;CNG,LNG,LPG,Vznětový motor,Zážehový motor
420901;AUTO Brandýs n/L. s.r.o.;Rolnická 1619;Brandýs nad Labem-Stará Bolesl;25001;724828223;servis@autobrandys.cz;Středočeský kraj;Brandýs nad Labem-Stará Boleslav;M1,M2,N1,N2;Vznětový motor,Zážehový motor
420904;Milan Vodička;Na Polníku 300;Jirny;25090;602259187;vodicka-milan@volny.cz;Středočeský kraj;Brandýs nad Labem-Stará Boleslav;M1,N1;CNG,LNG,LPG,Vznětový motor,Zážehový motor
420913;Auto Babiš s.r.o.;Ondřejovská 700;Mnichovice;25164;323640542;servis@citroen-babis.cz;Středočeský kraj;Říčany;M1,M2,N1,N2;Vznětový motor,Zážehový motor
420925;Auto Tesárek s.r.o.;Palackého 344;Šestajovice;25092;777200666;info@autotesarek.cz;Středočeský kraj;Brandýs nad Labem-Stará Boleslav;NULL;NULL
420930;POLA s.r.o.;17.listopadu 2387/36a;Říčany;25101;739055433;polasro@tiscali.cz;Středočeský kraj;Říčany;NULL;NULL
420932;S T K Centrum spol. s r.o.;Zápská 2257;Brandýs nad Labem-Stará Bolesl;25001;326 370 055;info@stkbrandys.cz;Středočeský kraj;Brandýs nad Labem-Stará Boleslav;NULL;NULL
420934;BĚLOHRADSKÝ spol. s r.o.;Kolovratská 2020;Říčany;25101;323605363;emise.ricany@seznam.cz;Středočeský kraj;Říčany;C,M1,M2,M3,N1,N2,N3,T,Z;CNG,LPG,Vznětový motor,Zážehový motor
420935;MAN Truck & Bus Czech Republic s.r.o.;Obchodní 120;Čestlice;25101;420 272 111 511;josef.kut@man.eu;Středočeský kraj;Říčany;NULL;NULL
420940;E1F1 s.r.o.;Mělnická 1060;Líbeznice;25065;735758085;stk3226@seznam.cz;Středočeský kraj;Brandýs nad Labem-Stará Boleslav;NULL;NULL
421007;Auto Radlík, s.r.o.;Pražská 160;Jílové u Prahy;25401;732532554;komurka@autoradlik.cz;Středočeský kraj;Černošice;NULL;NULL
421011;INTERAUTO spol. s ručením omezeným;NÁDRAŽNÍ 439;Mníšek pod Brdy;25210;318592640;interauto@volny.cz;Středočeský kraj;Černošice;NULL;NULL
421016;MELEK auto s.r.o.;PRAŽSKÁ 620;ŘEVNICE;25230;257710574;servis@melekauto.cz;Středočeský kraj;Černošice;NULL;NULL
421018;AUTOSERVIS-DIESEL SERVIS LIBOVICKÝ JIŘÍ;RYMÁNĚ 908;Mníšek pod Brdy;25210;602387643;dieselauto@dieselauto.cz;Středočeský kraj;Černošice;NULL;NULL
421024;ABH CAR Praha s.r.o.;Suchdolská 682;Horoměřice;25262;724534238;servis@abhcar.cz;Středočeský kraj;Černošice;NULL;NULL
421027;Petr Houser;PŘÍLEPSKÁ 1233;Roztoky;25263;233 910 042;servis@autohouser.cz;Středočeský kraj;Černošice;C,M1,M2,N1,N2,T,Z;CNG,LNG,LPG,Vznětový motor,Zážehový motor
421031;Gabriela Pařízková;Hlavní 9;Březová-Oleško;25245;257761893;emiseparizek@centrum.cz;Středočeský kraj;Černošice;NULL;NULL
421034;Scania Czech Republic s.r.o.;Sobínská 186;Chrášťany;25219;739543631;zdenek.vorlicek@scania.cz;Středočeský kraj;Černošice;NULL;NULL
421036;VPM group s.r.o.;Přílepská 1707;Roztoky;25263;233910035;vpmgroup@seznam.cz;Středočeský kraj;Černošice;NULL;NULL
421038;auto MOTOL BENI;SEVERNÍ 321;Ořech;25225;602308808;novotny.petr@fordamb.cz;Středočeský kraj;Černošice;NULL;NULL
421039;Automobile Centre SME s.r.o.;PRAŽSKÁ 830;Dolní Břežany;25243;722004004;info@stkdb.cz;Středočeský kraj;Černošice;NULL;NULL
421040;AUTO IN s.r.o.;V Oblouku 731;Průhonice;25243;602425105;simik@autoin.cz;Středočeský kraj;Černošice;M1,N1;Vznětový motor,Zážehový motor
421101;DRUPOL autodružstvo;Milínská 30;Příbram VIII;26101;318625191;pribram@drupol.cz;Středočeský kraj;Příbram;NULL;NULL
421110;AUTO BERGER - plus, s.r.o.;Obecnická 323;Příbram;26101;736621221;berger@autoberger.cz;Středočeský kraj;Příbram;NULL;NULL
421111;BOVAS, s.r.o.;K Podlesí č. p. 539;Příbram;26101;318628552;stkpbsro@volny.cz;Středočeský kraj;Příbram;C,M1,M2,M3,N1,N2,N3,T,Z;Vznětový motor,Zážehový motor
421133;KASOKO s.r.o.;Strojírenská 741;Sedlčany;26401;318820810;stksedlcany@volny.cz;Středočeský kraj;Sedlčany;C,M1,M2,M3,N1,N2,N3,T,Z;CNG,LPG,Vznětový motor,Zážehový motor
421134;Autoslužby Kout s.r.o.;Drásov 5;Drásov;26101;318692521;smedrasovm@seznam.cz;Středočeský kraj;Příbram;C,M1,N1,T,Z;CNG,LPG,Vznětový motor,Zážehový motor
421135;SeTeKoCAR s.r.o.;Brodská 633;Příbram;26101;728 358 993;info@stkpribram.cz;Středočeský kraj;Příbram;NULL;NULL
421202;Autostop, spol. s r. o.;Luženská 1992;Rakovník;26901;313512332;info@autostop-rakovnik.cz;Středočeský kraj;Rakovník;NULL;NULL
421204;Pavel Smejkal;60;Pavlíkov;27221;736487670;smejkal60@centrum.cz;Středočeský kraj;Rakovník;NULL;NULL
421206;CROY s.r.o.;Plzeňská 2599;Rakovník;26901;313332111;unimog@croy.cz;Středočeský kraj;Rakovník;NULL;NULL
430103;DEKRA CZ a.s.;Homole 245;Homole;37001;386352250;ivo.bezpalec@dekra.com;Jihočeský kraj;České Budějovice;NULL;NULL
430109;AUTOSERVIS NOVOTNÝ spol. s r.o.;Táborská 568;Týn nad Vltavou;37501;385732608;stktyn@gmail.com;Jihočeský kraj;Týn nad Vltavou;C,M1,M2,N1,N2,T,Z;CNG,LPG,Vznětový motor,Zážehový motor
430111;Vyšší odborná škola, Střední průmyslová škola auto;Rudolfovská 17;České Budějovice;37004;386356589;sme@spsautocb.cz;Jihočeský kraj;České Budějovice;M1,N1;CNG,LPG,Vznětový motor,Zážehový motor
430116;AUTA BOREK a.s.;Pražská 285;Borek;37367;387225115;jiri.trzil@autaborek.cz;Jihočeský kraj;České Budějovice;NULL;NULL
430126;Porsche Inter Auto CZ spol. s r.o.;Okružní 2557;České Budějovice;37004;387000099;ladislav.novotny@porsche.cz;Jihočeský kraj;České Budějovice;M1,M2,N1,N2;CNG,LNG,Vznětový motor,Zážehový motor
430127;STK - SME traktory s.r.o.;Homole 198;Homole;37001;602166055;stktraktory@sendme.cz;Jihočeský kraj;České Budějovice;C,T;Vznětový motor,Zážehový motor
430141;JH Autodíly s.r.o.;Planá 82;Planá;37001;731784831;hlavac@jhautodily.cz;Jihočeský kraj;České Budějovice;NULL;NULL
430215;KOMAT - STK s.r.o.;195;Dolní Třebonín;38201;380743853;komat@komat.cz;Jihočeský kraj;Český Krumlov;M1,M2,M3,N1,N2,N3,T;CNG,LPG,Vznětový motor,Zážehový motor
430216;KOMAT - STK s.r.o.;195;Dolní Třebonín;38201;380743853;stk@komat.cz;Jihočeský kraj;Český Krumlov;M1,M2,M3,N1,N2,N3,T;CNG,LPG,Vznětový motor,Zážehový motor
430304;AR PARTNER s.r.o.;Jarošovská 869/II;Jindřichův Hradec;37701;384321006;martin.dvorak@arpartnerjh.cz;Jihočeský kraj;Jindřichův Hradec;NULL;NULL
430307;AUTOMEŠKAN SH s.r.o.;Boženy Němcové 817;Třeboň;37901;384721043;info@automeskan.cz;Jihočeský kraj;Třeboň;NULL;NULL
430309;AR TRUCK s.r.o.;Jitka-Otín 3;Jindřichův Hradec;37701;733 129 444;stkjh@stkjh.cz;Jihočeský kraj;Jindřichův Hradec;M1,M2,M3,N1,N2,N3,T;CNG,LPG,Vznětový motor,Zážehový motor
430310;Jan Nezbeda;Na Kopečku 1182;Třeboň;37901;384726201;emise@autoservis-nezbeda.cz;Jihočeský kraj;Třeboň;NULL;NULL
430311;Jiří Souček s.r.o.;Jiráskovo předměstí 899/II;Jindřichův Hradec;37701;384361485 + 725 411 771;jiri.soucek@jirisoucek.cz;Jihočeský kraj;Jindřichův Hradec;NULL;NULL
430312;REDD s.r.o.;Břilice, Přesecká 164;Třeboň;37901;775502690;redd6304@seznam.cz;Jihočeský kraj;Třeboň;NULL;NULL
430315;Benetech s.r.o.;Dělnická 203/V;Dačice;38001;384420012;benetech@volny.cz;Jihočeský kraj;Dačice;NULL;NULL
430318;STK Kalivoda s.r.o.;Jiráskova 1202;Třeboň;37901;384721865;stktrebon@tiscali.cz;Jihočeský kraj;Třeboň;M1,N1;CNG,LPG,Vznětový motor,Zážehový motor
430402;AUTO RACEK a.s.;Masarykova 757;Humpolec;39601;420 565 502 411;servis.hu@auto.racek.cz;Vysočina;Humpolec;NULL;NULL
430418;Střední průmyslová škola a Střední odborné učilišt;Masarykova 410;Kamenice nad Lipou;39470;565432110;autoservis@spssou-pe.cz;Vysočina;Pelhřimov;NULL;NULL
430422;Milan Domin;Pelhřimovská 738;Humpolec;39601;420 607 071 312;emise@autodomin.cz;Vysočina;Humpolec;C,M1,M2,N1,N2,T,Z;CNG,LPG,Vznětový motor,Zážehový motor
430424;EXCAR PLUS s.r.o.;U Prostředního mlýna 2016;Pelhřimov;39301;602505508;excar@excar.cz;Vysočina;Pelhřimov;M1,N1;Vznětový motor,Zážehový motor
430427;"""Stanice technické kontroly Pelhřimov spol. s r.o.";Skrýšovská 1968;Pelhřimov;39301;565323110;stk@stkpelhrimov.cz;Vysočina;Pelhřimov;C,M1,M2,M3,N1,N2,N3,T,Z;CNG,LPG,Vznětový motor,Zážehový motor
430504;Karel Frolík - AUTOSERVIS;Táborská 2400;Písek;39701;382221125;frolik@frolik.cz;Jihočeský kraj;Písek;M1,M2,N1,N2;Vznětový motor,Zážehový motor
430508;Jiří Kovárna;Hradišťská 2439;Písek;39701;382219089 + 603 583 040;jkovarna@volny.cz;Jihočeský kraj;Písek;M1,N1;CNG,LNG,LPG,Vznětový motor,Zážehový motor
430519;Josef Vitoušek;U Hřebčince 2534;Písek;39701;382212283;atospiseksme@seznam.cz;Jihočeský kraj;Písek;C,M1,M2,M3,N1,N2,N3,T,Z;CNG,LPG,Vznětový motor,Zážehový motor
430520;Jiří Kovárna;Sažinova 1438;Milevsko;39901;608 888 628;stk_mil@volny.cz;Jihočeský kraj;Milevsko;M1,N1;CNG,LNG,LPG,Vznětový motor,Zážehový motor
430705;Autoservis Šrachta s.r.o.;Písecká 513;Strakonice;38601;383322227;servis@srachta-autoservis.cz;Jihočeský kraj;Strakonice;M1,N1;CNG,LPG,Vznětový motor,Zážehový motor
430709;Střední odborné učiliště, Blatná, U Sladovny 671;U Sladovny 671;Blatná;38801;383412320;info@soublatna.cz;Jihočeský kraj;Blatná;M1,N1,T;Vznětový motor,Zážehový motor
430718;Václav Cimburek CIVA trans;Rovná 110;Strakonice;38601;602435543;recepce@civatrans.cz;Jihočeský kraj;Strakonice;NULL;NULL
430719;STK Blatná, spol. s r.o.;Vrbenská 1526;Blatná;38801;383422706;stk.blatna@worldonline.cz;Jihočeský kraj;Blatná;C,M1,M2,N1,N2,T,Z;CNG,LPG,Vznětový motor,Zážehový motor
430808;AUTOSERVIS JINDRA s.r.o.;Mrázkova 801/III;Soběslav;39201;381521357;info@autoservisjindra.cz;Jihočeský kraj;Soběslav;NULL;NULL
430815;BRISK Tábor a.s.;Soběslavská 1114;Tábor;39002;606482742;horejs@brisk.cz;Jihočeský kraj;Tábor;NULL;NULL
430824;AUTOSERVIS KOLÍČEK s.r.o.;Pelhřimovská 2965;Tábor;39002;777235666;emise@autoservistabor.cz;Jihočeský kraj;Tábor;C,M1,M2,M3,N1,N2,N3,T,Z;CNG,LPG,Vznětový motor,Zážehový motor
430826;Stanice měření emisí spol. s r.o.; Pod Kovosvitem 1135;Sezimovo Ústí;39102;775330450;stksu@seznam.cz;Jihočeský kraj;Tábor;C,M1,M2,M3,N1,N2,N3,T,Z;CNG,LNG,LPG,Vznětový motor,Zážehový motor
430831;PETA servis, spol. s r.o.;Nová 514/II;Soběslav;39201;381521431;stkpetas@volny.cz;Jihočeský kraj;Soběslav;NULL;NULL
430832;AUTOSERVIS NOVOTNÝ spol. s r.o.;Nová 515;Soběslav;39200;381521530;info@stksobeslav.cz;Jihočeský kraj;Soběslav;NULL;NULL
430833;STN-ESOX, spol. s r.o.;Červené Záhoří 204;Chotoviny;39137;602123454;hruby@stnesox.cz;Jihočeský kraj;Tábor;NULL;NULL
430834;PETA servis, spol. s r.o.;Měšická 1993;Tábor;39002;774844511;stkpeta@volny.cz;Jihočeský kraj;Tábor;NULL;NULL
440114;Pavel Krčma;Chrastavice 112;Chrastavice;34401;602103635;pavel.krcma@krcmaauto.cz;Plzeňský kraj;Domažlice;C,M1,M2,M3,N1,N2,N3,T,Z;CNG,LNG,LPG,Vznětový motor,Zážehový motor
440116;AUTO V - S, spol. s r.o.;Nádražní 70;Horšovský Týn;34601;739120605;smehtyn@seznam.cz;Plzeňský kraj;Horšovský Týn;C,M1,M2,N1,N2,T,Z;CNG,LPG,Vznětový motor,Zážehový motor
440121;AUTOSERVIS BSC s.r.o.;Husovo náměstí 90;Horšovský Týn;34601;777272323;pavel.svoboda.bsc@seznam.cz;Plzeňský kraj;Horšovský Týn;NULL;NULL
440204;Jan Marek;Tršnická 1759/5;Cheb;35002;606833389;asema.cheb@seznam.cz;Karlovarský kraj;Cheb;NULL;NULL
440206;AUTOspektrum 2000 s.r.o.;Plzeňská 608/17;Mariánské Lázně;35301;602 252 021;www.a2000.cz;Karlovarský kraj;Mariánské Lázně;NULL;NULL
440211;ALGON PLUS - AUTO, a.s.;Joštova 1;Cheb;35002;777762032;jan.ruzicka@algon.cz;Karlovarský kraj;Cheb;NULL;NULL
440212;Karel Kolman;Amundsenova 4;Aš;35201;354526808;kolman.k@seznam.cz;Karlovarský kraj;Aš;NULL;NULL
440213;Pavel Podhrázský;Vrázová 2632/14;Cheb;35002;354435930;podhrazskypavel@seznam.cz;Karlovarský kraj;Cheb;NULL;NULL
440216;Miroslav Musil;Stará Voda 209;Stará Voda;35301;354691482 + 604 357 384;automusil.sv@seznam.cz;Karlovarský kraj;Mariánské Lázně;NULL;NULL
440217;Jindřich Gabriel;Tepelská 606;Mariánské Lázně;35301;604787524;jindrichgabriel@seznam.cz;Karlovarský kraj;Mariánské Lázně;NULL;NULL
440301;Tomáš Jenšík;Kostelní 782/1a;Karlovy Vary;36017;604516440;tomas-jensik@seznam.cz;Karlovarský kraj;Karlovy Vary;NULL;NULL
440320;Autosprint Max s.r.o.;Plzeňská 576;Toužim;36401;353311542;stktouzim@volny.cz;Karlovarský kraj;Karlovy Vary;NULL;NULL
440323;Antonín Tyml;Mírova 47;Mírová;35735;602482358;tondatyml@volny.cz;Karlovarský kraj;Karlovy Vary;NULL;NULL
440324;Jaroslav Roubíček;Železná 12;Karlovy Vary;36004;602440040;znalec.kv@volny.cz;Karlovarský kraj;Karlovy Vary;M1,N1,Z;Vznětový motor,Zážehový motor
440326;STK Karlovarsko s.r.o.;Daimlerova 271;Jenišov;36211;353542121;stkjenisov@seznam.cz;Karlovarský kraj;Karlovy Vary;NULL;NULL
440328;autoservis Švéd s.r.o.;Kraslická 250;Nejdek;36221;777728963;cvinger@c-box.cz;Karlovarský kraj;Karlovy Vary;NULL;NULL
440401;AUTOSPOL PLUS spol. s r.o.;Strakonická  366;Horažďovice;34101;376512639 + 602487859;info@autospolplus.cz;Plzeňský kraj;Horažďovice;NULL;NULL
440402;AUTOCENTRUM JAN ŠMUCLER s.r.o.;Domažlické předměstí 610/III;Klatovy;33901;734742396;michal.jiricek@smucler.cz;Plzeňský kraj;Klatovy;C,M1,N1,T,Z;CNG,LNG,LPG,Vznětový motor,Zážehový motor
440404;Josef Haidinger;Rok 14;Sušice;34201;607848061;balistolf@gmail.com;Plzeňský kraj;Sušice;NULL;NULL
440406;Jana Vránová ;Tyršova 356;Horažďovice;34101;777115505;boschservis@horazdovice.cz;Plzeňský kraj;Horažďovice;NULL;NULL
440409;BLOHMANN spol.s r.o.;5. května 687/IV;Klatovy;33901;376 320 320 + 376 320 321;blohmann@blohmann.cz;Plzeňský kraj;Klatovy;NULL;NULL
440411;František Beránek;Nádražní 647;Sušice;34201;604541824;auto.beranek@seznam.cz;Plzeňský kraj;Sušice;NULL;NULL
440412;Střední průmyslová škola, Klatovy, nábřeží Kpt. Ná;Nábř. Kpt. Nálepky 362;Klatovy;33901;778545750;kpetran@spskt.cz;Plzeňský kraj;Klatovy;NULL;NULL
440414;Libuše Zelená;Hrádek 75;Hrádek;34201;420 731 461 376;auto.zeleny.hradek@seznam.cz;Plzeňský kraj;Sušice;NULL;NULL
440415;Klatovská STK, s.r.o.;Dr.Sedláka 778/III;Klatovy;33901;602439790;klastk3412@investtel.cz;Plzeňský kraj;Klatovy;C,M1,M2,M3,N1,N2,N3,T,Z;CNG,LNG,LPG,Vznětový motor,Zážehový motor
440416;Lorenc Logistic, s.r.o.;Za Tratí 752/IV;Klatovy;33901;376377333;servis@lorenc-logistic.cz;Plzeňský kraj;Klatovy;NULL;NULL
440502;Richard Topinka;Nade Mží;Plzeň;31800;377385154;rtopinka@volny.cz;Plzeňský kraj;Plzeň;M1,N1;LPG,Vznětový motor,Zážehový motor
440506;Krajské ředitelství policie Plzeňského kraje;Dobřanská 25;Plzeň;30628;608278192;aoprplz@mvcr.cz;Plzeňský kraj;Plzeň;NULL;NULL
